STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BA,Bosnia and Herzegovina,2022,,13.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BA,Bosnia and Herzegovina,2023,,12.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BE,Belgium,2020,,25.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BE,Belgium,2021,,25.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BE,Belgium,2022,,25.7,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BG,Bulgaria,2020,,20.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BG,Bulgaria,2021,,19.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",BG,Bulgaria,2022,,18.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CH,Switzerland,2020,,26.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CH,Switzerland,2021,,26.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CH,Switzerland,2022,,25.8,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CY,Cyprus,2020,,18.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CY,Cyprus,2021,,17.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CY,Cyprus,2022,,16.8,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CZ,Czechia,2020,,28.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CZ,Czechia,2021,,28.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",CZ,Czechia,2022,,26.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DE,Germany,2020,,25.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DE,Germany,2021,,25.5,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DE,Germany,2022,,24.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DK,Denmark,2020,,29.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DK,Denmark,2021,,28.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",DK,Denmark,2022,,29.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EE,Estonia,2020,,18.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EE,Estonia,2021,,20.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EE,Estonia,2022,,22.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EL,Greece,2020,,25.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EL,Greece,2021,,24.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EL,Greece,2022,,22.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EL,Greece,2023,,21.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ES,Spain,2020,,25.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ES,Spain,2021,,24.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ES,Spain,2022,,22.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EU27_2020,European Union - 27 countries (from 2020),2020,,25.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EU27_2020,European Union - 27 countries (from 2020),2021,,25.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",EU27_2020,European Union - 27 countries (from 2020),2022,,24.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FI,Finland,2020,,31.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FI,Finland,2021,,30.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FI,Finland,2022,,30.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FI,Finland,2023,,29.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FI,Finland,2024,,29.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FR,France,2020,,28.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FR,France,2021,,27.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",FR,France,2022,,26.2,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HR,Croatia,2020,,19.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HR,Croatia,2021,,16.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HR,Croatia,2022,,15.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HR,Croatia,2023,,14.8,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HU,Hungary,2020,,22.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HU,Hungary,2021,,22.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",HU,Hungary,2022,,22.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IE,Ireland,2020,,28.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IE,Ireland,2021,,26.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IE,Ireland,2022,,26.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IE,Ireland,2023,,26.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IS,Iceland,2020,,26.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IS,Iceland,2021,,25.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IS,Iceland,2022,,22.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IS,Iceland,2023,,22.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IS,Iceland,2024,,23.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IT,Italy,2020,,25.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IT,Italy,2021,,24.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IT,Italy,2022,,24.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",IT,Italy,2023,,22.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LT,Lithuania,2020,,16.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LT,Lithuania,2021,,16.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LT,Lithuania,2022,,16.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LT,Lithuania,2023,,16.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LU,Luxembourg,2020,,24.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LU,Luxembourg,2021,,22.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LU,Luxembourg,2022,,21.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LU,Luxembourg,2023,,20.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LV,Latvia,2020,,22.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LV,Latvia,2021,,22.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",LV,Latvia,2022,,21.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ME,Montenegro,2020,,15.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ME,Montenegro,2021,,13.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ME,Montenegro,2022,,11.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP04,"Housing, water, electricity, gas and other fuels",ME,Montenegro,2023,,10.5,,,,,
